762.000,643.846,695.522,0.000246525,0.00000
762.000,642.969,695.043,0.00275410,1.00000
762.000,642.092,694.562,0.00343153,2.00000
762.000,641.215,694.081,0.00273776,3.00000
762.000,640.339,693.599,0.00252009,4.00000
762.000,639.464,693.116,0.00279283,5.00000
762.000,638.589,692.632,0.00279284,6.00000
762.000,637.714,692.147,0.00302613,7.00000
762.000,636.839,691.663,0.00159057,8.00000
762.000,635.964,691.179,0.00599072,9.00000
762.000,635.089,690.696,0.00505319,10.0000
762.000,634.212,690.214,0.00639343,11.0000
762.000,633.336,689.732,0.00697014,12.0000
762.000,632.459,689.252,0.00960442,13.0000
762.000,631.581,688.772,0.00960445,14.0000
762.000,630.703,688.294,0.00984942,15.0000
762.000,629.823,687.819,0.00901369,16.0000
762.000,628.942,687.347,0.00748933,17.0000
762.000,628.059,686.876,0.00746072,18.0000
762.000,627.175,686.409,0.00207312,19.0000
762.000,626.290,685.943,1.26427e-07,20.0000
762.000,625.405,685.478,0.00220773,21.0000
762.000,624.521,685.011,0.00220788,22.0000
762.000,623.637,684.544,0.00273927,23.0000
762.000,622.753,684.076,0.00171063,24.0000
762.000,621.870,683.606,0.00183986,25.0000
762.000,620.987,683.136,0.00248915,26.0000
762.000,620.105,682.665,0.00448243,27.0000
762.000,619.223,682.194,0.00559333,28.0000
762.000,618.342,681.721,0.00434985,29.0000
762.000,617.461,681.247,0.000640719,30.0000
762.000,616.581,680.773,0.000640273,31.0000
762.000,615.701,680.298,0.000635744,32.0000
762.000,614.822,679.822,0.00246409,33.0000
762.000,613.943,679.345,0.00186223,34.0000
762.000,613.064,678.867,0.00233238,35.0000
762.000,612.186,678.388,0.00213984,36.0000
762.000,611.309,677.909,6.14477e-05,37.0000
762.000,610.432,677.428,6.99947e-09,38.0000
762.000,609.556,676.946,0.00000,39.0000
762.000,608.681,676.462,0.00132925,40.0000
762.000,607.806,675.978,0.00226617,41.0000
762.000,606.929,675.496,0.00544955,42.0000
762.000,606.051,675.018,0.00572081,43.0000
762.000,605.171,674.544,0.00415291,44.0000
762.000,604.287,674.077,0.00532966,45.0000
762.000,603.399,673.615,0.00388589,46.0000
762.000,602.509,673.160,0.00783709,47.0000
762.000,601.615,672.711,0.00840774,48.0000
762.000,600.718,672.269,0.00801080,49.0000
762.000,599.817,671.836,0.00986032,50.0000
762.000,598.911,671.413,0.0106571,51.0000
762.000,598.000,671.000,0.0136895,52.0000
762.000,597.084,670.600,0.0134245,53.0000
762.000,596.161,670.214,0.0127214,54.0000
762.000,595.233,669.841,0.0124648,55.0000
762.000,594.300,669.482,0.0110702,56.0000
762.000,593.362,669.137,0.0112002,57.0000
762.000,592.418,668.805,0.00840429,58.0000
762.000,591.471,668.485,0.00538033,59.0000
762.000,590.519,668.177,0.00537968,60.0000
762.000,589.564,667.881,0.00457622,61.0000
762.000,588.605,667.598,0.00408276,62.0000
762.000,587.643,667.327,0.00270838,63.0000
762.000,586.677,667.068,0.00408512,64.0000
762.000,585.707,666.822,0.00365120,65.0000
